12in1;12 in 1;Final Burn Alpha;;199?;unlicensed;;;;;;0;;;;;
asterix;Asterix (ver EAD);MAME (Libretro);;1992;Konami;Fighter / 2.5D;;;;;0;;;;;
asterix;Asterix (ver EAD);MAME (Mame4all);;1992;Konami;Fighter / 2.5D;;;;;0;;;;;
asterixaad;Asterix (ver AAD);Arcade;asterix;1992;Konami;Fighter / 2.5D;;;;;0;;;;;
asterixaad;Asterix (ver AAD);MAME (Advance);asterix;1992;Konami;Fighter / 2.5D;;;;;0;;;;;
asterixaad;Asterix (ver AAD);MAME (Libretro);asterix;1992;Konami;Fighter / 2.5D;;;;;0;;;;;
asterixaad;Asterix (ver AAD);MAME (Mame4all);asterix;1992;Konami;Fighter / 2.5D;;;;;0;;;;;
asterixeaa;Asterix (ver EAA);Arcade;asterix;1992;Konami;Fighter / 2.5D;;;;;0;;;;;
asterixeaa;Asterix (ver EAA);MAME (Advance);asterix;1992;Konami;Fighter / 2.5D;;;;;0;;;;;
asterixeaa;Asterix (ver EAA);MAME (Libretro);asterix;1992;Konami;Fighter / 2.5D;;;;;0;;;;;
asterixeaa;Asterix (ver EAA);MAME (Mame4all);asterix;1992;Konami;Fighter / 2.5D;;;;;0;;;;;
asterixeac;Asterix (ver EAC);Arcade;asterix;1992;Konami;Fighter / 2.5D;;;;;0;;;;;
asterixeac;Asterix (ver EAC);MAME (Advance);asterix;1992;Konami;Fighter / 2.5D;;;;;0;;;;;
asterixeac;Asterix (ver EAC);MAME (Libretro);asterix;1992;Konami;Fighter / 2.5D;;;;;0;;;;;
asterixeac;Asterix (ver EAC);MAME (Mame4all);asterix;1992;Konami;Fighter / 2.5D;;;;;0;;;;;
asterixj;Asterix (ver JAD);Arcade;asterix;1992;Konami;Fighter / 2.5D;;;;;0;;;;;
asterixj;Asterix (ver JAD);MAME (Advance);asterix;1992;Konami;Fighter / 2.5D;;;;;0;;;;;
asterixj;Asterix (ver JAD);MAME (Libretro);asterix;1992;Konami;Fighter / 2.5D;;;;;0;;;;;
asterixj;Asterix (ver JAD);MAME (Mame4all);asterix;1992;Konami;Fighter / 2.5D;;;;;0;;;;;
asterpg;Asterix and the Power of the Gods (Euro);Final Burn Alpha;;1995;Sega;;;;;;0;;;;;
asterpgp;Asterix and the Power of the Gods (Euro, Prototype);Final Burn Alpha;asterpg;1995;Sega;;;;;;0;;;;;
astorm3;Alien Storm (World, 3 Players, FD1094 317-0148);Arcade;astorm;1990;Sega;Platform / Shooter Scrolling;;;;;0;;;;;
astorm3;Alien Storm (World, 3 Players, FD1094 317-0148);MAME (Advance);astorm;1990;Sega;Platform / Shooter Scrolling;;;;;0;;;;;
astorm3;Alien Storm (World, 3 Players, FD1094 317-0148);MAME (Libretro);astorm;1990;Sega;Platform / Shooter Scrolling;;;;;0;;;;;
astorm3;Alien Storm (World, 3 Players, FD1094 317-0148);MAME (Mame4all);astorm;1990;Sega;Platform / Shooter Scrolling;;;;;0;;;;;
astorm3;Alien Storm (set 3, World, 3 Players, FD1094 317-0148);Final Burn Alpha;astorm;1990;Sega;;;;;;0;;;;;
astorm;Alien Storm (World, 2 Players, FD1094 317-0154);Arcade;;1990;Sega;Platform / Shooter Scrolling;;;;;0;;;;;
astorm;Alien Storm (World, 2 Players, FD1094 317-0154);MAME (Advance);;1990;Sega;Platform / Shooter Scrolling;;;;;0;;;;;
astorm;Alien Storm (World, 2 Players, FD1094 317-0154);MAME (Libretro);;1990;Sega;Platform / Shooter Scrolling;;;;;0;;;;;
astorm;Alien Storm (World, 2 Players, FD1094 317-0154);MAME (Mame4all);;1990;Sega;Platform / Shooter Scrolling;;;;;0;;;;;
astorm;Alien Storm (set 4, World, 2 Players, FD1094 317-0154);Final Burn Alpha;;1990;Sega;;;;;;0;;;;;
astormb2;Alien Storm (bootleg, set 2);Arcade;astorm;1990;bootleg;Platform / Shooter Scrolling;;;;;0;;;;;
astormb2;Alien Storm (bootleg, set 2);MAME (Advance);astorm;1990;bootleg;Platform / Shooter Scrolling;;;;;0;;;;;
astormb2;Alien Storm (bootleg, set 2);MAME (Libretro);astorm;1990;bootleg;Platform / Shooter Scrolling;;;;;0;;;;;
astormb2;Alien Storm (bootleg, set 2);MAME (Mame4all);astorm;1990;bootleg;Platform / Shooter Scrolling;;;;;0;;;;;
astormbl;Alien Storm (bootleg, set 1);Arcade;astorm;1990;bootleg;Platform / Shooter Scrolling;;;;;0;;;;;
astormbl;Alien Storm (bootleg, set 1);MAME (Advance);astorm;1990;bootleg;Platform / Shooter Scrolling;;;;;0;;;;;
astormbl;Alien Storm (bootleg, set 1);MAME (Libretro);astorm;1990;bootleg;Platform / Shooter Scrolling;;;;;0;;;;;
astormbl;Alien Storm (bootleg, set 1);MAME (Mame4all);astorm;1990;bootleg;Platform / Shooter Scrolling;;;;;0;;;;;
astormj;Alien Storm (Japan, 2 Players, FD1094 317-0146);Arcade;astorm;1990;Sega;Platform / Shooter Scrolling;;;;;0;;;;;
astormj;Alien Storm (Japan, 2 Players, FD1094 317-0146);MAME (Advance);astorm;1990;Sega;Platform / Shooter Scrolling;;;;;0;;;;;
astormj;Alien Storm (Japan, 2 Players, FD1094 317-0146);MAME (Libretro);astorm;1990;Sega;Platform / Shooter Scrolling;;;;;0;;;;;
astormj;Alien Storm (Japan, 2 Players, FD1094 317-0146);MAME (Mame4all);astorm;1990;Sega;Platform / Shooter Scrolling;;;;;0;;;;;
astormj;Alien Storm (set 1, Japan Rev B, 2 Players, FD1094 317-0146);Final Burn Alpha;astorm;1990;Sega;;;;;;0;;;;;
astormu;Alien Storm (US, 3 Players, FD1094 317-0147);Arcade;astorm;1990;Sega;Platform / Shooter Scrolling;;;;;0;;;;;
astormu;Alien Storm (US, 3 Players, FD1094 317-0147);MAME (Advance);astorm;1990;Sega;Platform / Shooter Scrolling;;;;;0;;;;;
astormu;Alien Storm (US, 3 Players, FD1094 317-0147);MAME (Libretro);astorm;1990;Sega;Platform / Shooter Scrolling;;;;;0;;;;;
astormu;Alien Storm (US, 3 Players, FD1094 317-0147);MAME (Mame4all);astorm;1990;Sega;Platform / Shooter Scrolling;;;;;0;;;;;
astormu;Alien Storm (set 2, US, 3 Players, FD1094 317-0147);Final Burn Alpha;astorm;1990;Sega;;;;;;0;;;;;
astrass;Astra SuperStars (J 980514 V1.002);Arcade;;1998;Sunsoft;Fighter / Versus;;;;;0;;;;;
astrass;Astra SuperStars (J 980514 V1.002);MAME (Advance);;1998;Sunsoft;Fighter / Versus;;;;;0;;;;;
astrass;Astra SuperStars (J 980514 V1.002);MAME (Libretro);;1998;Sunsoft;Fighter / Versus;;;;;0;;;;;
astrass;Astra SuperStars (J 980514 V1.002);MAME (Mame4all);;1998;Sunsoft;Fighter / Versus;;;;;0;;;;;
asurabld;Asura Blade - Sword of Dynasty (Japan) [Imperfect GFX];Final Burn Alpha;;1998;Fuuki;;;;;;0;;;;;
asurabld;Asura Blade - Sword of Dynasty (Japan);Arcade;;1998;Fuuki;Fighter / Versus;;;;;0;;;;;
asurabld;Asura Blade - Sword of Dynasty (Japan);MAME (Advance);;1998;Fuuki;Fighter / Versus;;;;;0;;;;;
asurabld;Asura Blade - Sword of Dynasty (Japan);MAME (Libretro);;1998;Fuuki;Fighter / Versus;;;;;0;;;;;
asurabld;Asura Blade - Sword of Dynasty (Japan);MAME (Mame4all);;1998;Fuuki;Fighter / Versus;;;;;0;;;;;
asylum;Asylum (prototype);Arcade;;1991;Leland Corp.;Shooter / Walking;;;;;0;;;;;
asylum;Asylum (prototype);MAME (Advance);;1991;Leland Corp.;Shooter / Walking;;;;;0;;;;;
asylum;Asylum (prototype);MAME (Libretro);;1991;Leland Corp.;Shooter / Walking;;;;;0;;;;;
asylum;Asylum (prototype);MAME (Mame4all);;1991;Leland Corp.;Shooter / Walking;;;;;0;;;;;
ataxx;Ataxx (set 1);Arcade;;1990;Leland Corp.;Tabletop / Misc.;;;;;0;;;;;
ataxx;Ataxx (set 1);MAME (Advance);;1990;Leland Corp.;Tabletop / Misc.;;;;;0;;;;;
ataxx;Ataxx (set 1);MAME (Libretro);;1990;Leland Corp.;Tabletop / Misc.;;;;;0;;;;;
ataxx;Ataxx (set 1);MAME (Mame4all);;1990;Leland Corp.;Tabletop / Misc.;;;;;0;;;;;
ataxxa;Ataxx (set 2);Arcade;ataxx;1990;Leland Corp.;Tabletop / Misc.;;;;;0;;;;;
ataxxa;Ataxx (set 2);MAME (Advance);ataxx;1990;Leland Corp.;Tabletop / Misc.;;;;;0;;;;;
ataxxa;Ataxx (set 2);MAME (Libretro);ataxx;1990;Leland Corp.;Tabletop / Misc.;;;;;0;;;;;
ataxxa;Ataxx (set 2);MAME (Mame4all);ataxx;1990;Leland Corp.;Tabletop / Misc.;;;;;0;;;;;
ataxxe;Ataxx (Europe);Arcade;ataxx;1990;Leland Corp.;Tabletop / Misc.;;;;;0;;;;;
ataxxe;Ataxx (Europe);MAME (Advance);ataxx;1990;Leland Corp.;Tabletop / Misc.;;;;;0;;;;;
ataxxe;Ataxx (Europe);MAME (Libretro);ataxx;1990;Leland Corp.;Tabletop / Misc.;;;;;0;;;;;
ataxxe;Ataxx (Europe);MAME (Mame4all);ataxx;1990;Leland Corp.;Tabletop / Misc.;;;;;0;;;;;
ataxxj;Ataxx (Japan);Arcade;ataxx;1990;Leland Corp. (Capcom license);Tabletop / Misc.;;;;;0;;;;;
ataxxj;Ataxx (Japan);MAME (Advance);ataxx;1990;Leland Corp. (Capcom license);Tabletop / Misc.;;;;;0;;;;;
ataxxj;Ataxx (Japan);MAME (Libretro);ataxx;1990;Leland Corp. (Capcom license);Tabletop / Misc.;;;;;0;;;;;
ataxxj;Ataxx (Japan);MAME (Mame4all);ataxx;1990;Leland Corp. (Capcom license);Tabletop / Misc.;;;;;0;;;;;
atehate;Athena no Hatena ?;Arcade;;1993;Athena;Quiz / Japanese;;;;;0;;;;;
atehate;Athena no Hatena ?;Final Burn Alpha;;1993;Athena;;;;;;0;;;;;
atehate;Athena no Hatena ?;MAME (Advance);;1993;Athena;Quiz / Japanese;;;;;0;;;;;
atehate;Athena no Hatena ?;MAME (Libretro);;1993;Athena;Quiz / Japanese;;;;;0;;;;;
atehate;Athena no Hatena ?;MAME (Mame4all);;1993;Athena;Quiz / Japanese;;;;;0;;;;;
atlantol;Atlant Olimpic;Arcade;trackfld;1996;bootleg;Sports / Track & Field;;;;;0;;;;;
atlantol;Atlant Olimpic;MAME (Advance);trackfld;1996;bootleg;Sports / Track & Field;;;;;0;;;;;
atlantol;Atlant Olimpic;MAME (Libretro);trackfld;1996;bootleg;Sports / Track & Field;;;;;0;;;;;
atlantol;Atlant Olimpic;MAME (Mame4all);trackfld;1996;bootleg;Sports / Track & Field;;;;;0;;;;;
atleta;Atleta;Arcade;;1991;Inder;Electromechanical / Pinball;;;;;0;;;;;
atleta;Atleta;MAME (Advance);;1991;Inder;Electromechanical / Pinball;;;;;0;;;;;
atleta;Atleta;MAME (Libretro);;1991;Inder;Electromechanical / Pinball;;;;;0;;;;;
atleta;Atleta;MAME (Mame4all);;1991;Inder;Electromechanical / Pinball;;;;;0;;;;;
atomicp;Atomic Point (Korea);Arcade;;1990;Philko;Puzzle / Drop;;;;;0;;;;;
atomicp;Atomic Point (Korea);Final Burn Alpha;;1990;Philco;;;;;;0;;;;;
atomicp;Atomic Point (Korea);MAME (Advance);;1990;Philko;Puzzle / Drop;;;;;0;;;;;
atomicp;Atomic Point (Korea);MAME (Libretro);;1990;Philko;Puzzle / Drop;;;;;0;;;;;
atomicp;Atomic Point (Korea);MAME (Mame4all);;1990;Philko;Puzzle / Drop;;;;;0;;;;;
atompunk;Atomic Punk (US);Arcade;dynablst;1991;Irem America (licensed from Hudson Soft);Maze;;;;;0;;;;;
atompunk;Atomic Punk (US);Final Burn Alpha;dynablst;1991;Irem America (licensed from Hudson Soft);;;;;;0;;;;;
atompunk;Atomic Punk (US);MAME (Advance);dynablst;1991;Irem America (licensed from Hudson Soft);Maze;;;;;0;;;;;
atompunk;Atomic Punk (US);MAME (Libretro);dynablst;1991;Irem America (licensed from Hudson Soft);Maze;;;;;0;;;;;
atompunk;Atomic Punk (US);MAME (Mame4all);dynablst;1991;Irem America (licensed from Hudson Soft);Maze;;;;;0;;;;;
atomrobo;Atomic Robo-Kid (USA);Final Burn Alpha;;1990;Treco;;;;;;0;;;;;
atomroboj;Atomic Robo-Kid (Jpn);Final Burn Alpha;atomrobo;1990;Treco;;;;;;0;;;;;
atomrun;Atomic Runner (Euro);Final Burn Alpha;;1992;Data East;;;;;;0;;;;;
atomrunu;Atomic Runner (USA);Final Burn Alpha;atomrun;1992;Data East;;;;;;0;;;;;
atptour;ATP Tour Championship Tennis (Euro);Final Burn Alpha;;1995;Sega;;;;;;0;;;;;
atptourp1;ATP Tour Championship Tennis (Prototype, 19940908);Final Burn Alpha;atptour;1994;Sega;;;;;;0;;;;;
atptourp2;ATP Tour Championship Tennis (Prototype, 19940808);Final Burn Alpha;atptour;1994;Sega;;;;;;0;;;;;
atptourp3;ATP Tour Championship Tennis (Prototype, 19940805);Final Burn Alpha;atptour;1994;Sega;;;;;;0;;;;;
atptourp4;ATP Tour Championship Tennis (Prototype, 19940802);Final Burn Alpha;atptour;1994;Sega;;;;;;0;;;;;
atptourp5;ATP Tour Championship Tennis (Prototype, 19940723);Final Burn Alpha;atptour;1994;Sega;;;;;;0;;;;;
atptourp6;ATP Tour Championship Tennis (Prototype, 19940719);Final Burn Alpha;atptour;1994;Sega;;;;;;0;;;;;
atptourp7;ATP Tour Championship Tennis (Prototype, 19940509);Final Burn Alpha;atptour;1994;Sega;;;;;;0;;;;;
atptouru;ATP Tour Championship Tennis (USA);Final Burn Alpha;atptour;1994;Sega;;;;;;0;;;;;
aurail1;Aurail (set 2, World, FD1089B 317-0168);Arcade;aurail;1990;Sega / Westone;Shooter / Driving Vertical;;;;;0;;;;;
aurail1;Aurail (set 2, World, FD1089B 317-0168);Final Burn Alpha;aurail;1990;Sega / Westone;;;;;;0;;;;;
aurail1;Aurail (set 2, World, FD1089B 317-0168);MAME (Advance);aurail;1990;Sega / Westone;Shooter / Driving Vertical;;;;;0;;;;;
aurail1;Aurail (set 2, World, FD1089B 317-0168);MAME (Libretro);aurail;1990;Sega / Westone;Shooter / Driving Vertical;;;;;0;;;;;
aurail1;Aurail (set 2, World, FD1089B 317-0168);MAME (Mame4all);aurail;1990;Sega / Westone;Shooter / Driving Vertical;;;;;0;;;;;
aurail;Aurail (set 3, US, unprotected);Arcade;;1990;Sega / Westone;Shooter / Driving Vertical;;;;;0;;;;;
aurail;Aurail (set 3, US, unprotected);Final Burn Alpha;;1990;Sega / Westone;;;;;;0;;;;;
aurail;Aurail (set 3, US, unprotected);MAME (Advance);;1990;Sega / Westone;Shooter / Driving Vertical;;;;;0;;;;;
aurail;Aurail (set 3, US, unprotected);MAME (Libretro);;1990;Sega / Westone;Shooter / Driving Vertical;;;;;0;;;;;
aurail;Aurail (set 3, US, unprotected);MAME (Mame4all);;1990;Sega / Westone;Shooter / Driving Vertical;;;;;0;;;;;
aurailj;Aurail (set 1, Japan, FD1089A 317-0167);Arcade;aurail;1990;Sega / Westone;Shooter / Driving Vertical;;;;;0;;;;;
aurailj;Aurail (set 1, Japan, FD1089A 317-0167);Final Burn Alpha;aurail;1990;Sega / Westone;;;;;;0;;;;;
aurailj;Aurail (set 1, Japan, FD1089A 317-0167);MAME (Advance);aurail;1990;Sega / Westone;Shooter / Driving Vertical;;;;;0;;;;;
aurailj;Aurail (set 1, Japan, FD1089A 317-0167);MAME (Libretro);aurail;1990;Sega / Westone;Shooter / Driving Vertical;;;;;0;;;;;
aurailj;Aurail (set 1, Japan, FD1089A 317-0167);MAME (Mame4all);aurail;1990;Sega / Westone;Shooter / Driving Vertical;;;;;0;;;;;
austrarl;Australian Rugby League (Euro);Final Burn Alpha;;1994;Electronic Arts;;;;;;0;;;;;
autmoon;Autumn Moon (1VXFC5488, New Zealand);Arcade;;1999;Aristocrat;Casino / Reels;;;;;0;;;;;
autmoon;Autumn Moon (1VXFC5488, New Zealand);MAME (Advance);;1999;Aristocrat;Casino / Reels;;;;;0;;;;;
autmoon;Autumn Moon (1VXFC5488, New Zealand);MAME (Libretro);;1999;Aristocrat;Casino / Reels;;;;;0;;;;;
autmoon;Autumn Moon (1VXFC5488, New Zealand);MAME (Mame4all);;1999;Aristocrat;Casino / Reels;;;;;0;;;;;
avatar;Avatar (Rus);Final Burn Alpha;jimpower;199?;unknown;;;;;;0;;;;;
avengrgs;Avengers In Galactic Storm (US);Arcade;;1995;Data East Corporation;Fighter / Versus;;;;;0;;;;;
avengrgs;Avengers In Galactic Storm (US);MAME (Advance);;1995;Data East Corporation;Fighter / Versus;;;;;0;;;;;
avengrgs;Avengers In Galactic Storm (US);MAME (Libretro);;1995;Data East Corporation;Fighter / Versus;;;;;0;;;;;
avengrgs;Avengers In Galactic Storm (US);MAME (Mame4all);;1995;Data East Corporation;Fighter / Versus;;;;;0;;;;;
avengrgsj;Avengers In Galactic Storm (Japan);Arcade;avengrgs;1995;Data East Corporation;Fighter / Versus;;;;;0;;;;;
avengrgsj;Avengers In Galactic Storm (Japan);MAME (Advance);avengrgs;1995;Data East Corporation;Fighter / Versus;;;;;0;;;;;
avengrgsj;Avengers In Galactic Storm (Japan);MAME (Libretro);avengrgs;1995;Data East Corporation;Fighter / Versus;;;;;0;;;;;
avengrgsj;Avengers In Galactic Storm (Japan);MAME (Mame4all);avengrgs;1995;Data East Corporation;Fighter / Versus;;;;;0;;;;;
avpoker;AV Poker;Final Burn Alpha;;1992;Games Express;;;;;;0;;;;;
avsp;Alien vs Predator (940520 Euro);Final Burn Alpha;;1994;Capcom;;;;;;0;;;;;
avsp;Alien vs. Predator (Euro 940520);Arcade;;1994;Capcom;Fighter / 2.5D;;;;;0;;;;;
avsp;Alien vs. Predator (Euro 940520);MAME (Advance);;1994;Capcom;Fighter / 2.5D;;;;;0;;;;;
avsp;Alien vs. Predator (Euro 940520);MAME (Libretro);;1994;Capcom;Fighter / 2.5D;;;;;0;;;;;
avsp;Alien vs. Predator (Euro 940520);MAME (Mame4all);;1994;Capcom;Fighter / 2.5D;;;;;0;;;;;
avspa;Alien vs Predator (940520 Asia);Final Burn Alpha;avsp;1994;Capcom;;;;;;0;;;;;
avspa;Alien vs. Predator (Asia 940520);Arcade;avsp;1994;Capcom;Fighter / 2.5D;;;;;0;;;;;
avspa;Alien vs. Predator (Asia 940520);MAME (Advance);avsp;1994;Capcom;Fighter / 2.5D;;;;;0;;;;;
avspa;Alien vs. Predator (Asia 940520);MAME (Libretro);avsp;1994;Capcom;Fighter / 2.5D;;;;;0;;;;;
avspa;Alien vs. Predator (Asia 940520);MAME (Mame4all);avsp;1994;Capcom;Fighter / 2.5D;;;;;0;;;;;
avspd;Alien vs Predator (940520 Euro Phoenix Edition) [Bootleg];Final Burn Alpha;avsp;1994;bootleg;;;;;;0;;;;;
avspd;Alien vs. Predator (Euro 940520 Phoenix Edition) (bootleg);Arcade;avsp;1994;bootleg;Fighter / 2.5D;;;;;0;;;;;
avspd;Alien vs. Predator (Euro 940520 Phoenix Edition) (bootleg);MAME (Advance);avsp;1994;bootleg;Fighter / 2.5D;;;;;0;;;;;
avspd;Alien vs. Predator (Euro 940520 Phoenix Edition) (bootleg);MAME (Libretro);avsp;1994;bootleg;Fighter / 2.5D;;;;;0;;;;;
avspd;Alien vs. Predator (Euro 940520 Phoenix Edition) (bootleg);MAME (Mame4all);avsp;1994;bootleg;Fighter / 2.5D;;;;;0;;;;;
avsph;Alien vs Predator (940520 Hispanic);Final Burn Alpha;avsp;1994;Capcom;;;;;;0;;;;;
avsph;Alien vs. Predator (Hispanic 940520);Arcade;avsp;1994;Capcom;Fighter / 2.5D;;;;;0;;;;;
avsph;Alien vs. Predator (Hispanic 940520);MAME (Advance);avsp;1994;Capcom;Fighter / 2.5D;;;;;0;;;;;
avsph;Alien vs. Predator (Hispanic 940520);MAME (Libretro);avsp;1994;Capcom;Fighter / 2.5D;;;;;0;;;;;
avsph;Alien vs. Predator (Hispanic 940520);MAME (Mame4all);avsp;1994;Capcom;Fighter / 2.5D;;;;;0;;;;;
avspirit;Avenging Spirit;Arcade;;1991;Jaleco;Platform / Fighter Scrolling;;;;;0;;;;;
avspirit;Avenging Spirit;MAME (Advance);;1991;Jaleco;Platform / Fighter Scrolling;;;;;0;;;;;
avspirit;Avenging Spirit;MAME (Libretro);;1991;Jaleco;Platform / Fighter Scrolling;;;;;0;;;;;
avspirit;Avenging Spirit;MAME (Mame4all);;1991;Jaleco;Platform / Fighter Scrolling;;;;;0;;;;;
avspj;Alien vs Predator (940520 Japan);Final Burn Alpha;avsp;1994;Capcom;;;;;;0;;;;;
avspj;Alien vs. Predator (Japan 940520);Arcade;avsp;1994;Capcom;Fighter / 2.5D;;;;;0;;;;;
avspj;Alien vs. Predator (Japan 940520);MAME (Advance);avsp;1994;Capcom;Fighter / 2.5D;;;;;0;;;;;
avspj;Alien vs. Predator (Japan 940520);MAME (Libretro);avsp;1994;Capcom;Fighter / 2.5D;;;;;0;;;;;
avspj;Alien vs. Predator (Japan 940520);MAME (Mame4all);avsp;1994;Capcom;Fighter / 2.5D;;;;;0;;;;;
avspu;Alien vs Predator (940520 USA);Final Burn Alpha;avsp;1994;Capcom;;;;;;0;;;;;
avspu;Alien vs. Predator (USA 940520);Arcade;avsp;1994;Capcom;Fighter / 2.5D;;;;;0;;;;;
avspu;Alien vs. Predator (USA 940520);MAME (Advance);avsp;1994;Capcom;Fighter / 2.5D;;;;;0;;;;;
avspu;Alien vs. Predator (USA 940520);MAME (Libretro);avsp;1994;Capcom;Fighter / 2.5D;;;;;0;;;;;
avspu;Alien vs. Predator (USA 940520);MAME (Mame4all);avsp;1994;Capcom;Fighter / 2.5D;;;;;0;;;;;
awepossm;Awesome Possum (USA);Final Burn Alpha;;1993;Tengen;;;;;;0;;;;;
awepossmp;Awesome Possum (USA, Prototype);Final Burn Alpha;awepossm;1993;Tengen;;;;;;0;;;;;
aworg;Aworg (Jpn, SegaNet);Final Burn Alpha;;1991;Sega;;;;;;0;;;;;
awspro;AWS Pro Moves Soccer (USA);Final Burn Alpha;;1993;ASCII Entertainment;;;;;;0;;;;;
babyboom1;Baby Boom (Prototype, 19940603);Final Burn Alpha;babyboom;199?;unknown;;;;;;0;;;;;
babyboom2;Baby Boom (Prototype, 19940606);Final Burn Alpha;babyboom;199?;unknown;;;;;;0;;;;;
babyboom;Baby Boom (Prototype, 19940811);Final Burn Alpha;;199?;unknown;;;;;;0;;;;;
babyd;Baby's Day Out (USA, Prototype);Final Burn Alpha;;199?;unknown;;;;;;0;;;;;
babydo;Baby's Day Out (USA, Prototype, Earlier);Final Burn Alpha;babyd;199?;unknown;;;;;;0;;;;;
backfire;Backfire! (set 1);Arcade;;1995;Data East Corporation;Driving / Race;;;;;0;;;;;
backfire;Backfire! (set 1);Final Burn Alpha;;1995;Data East Corporation;;;;;;0;;;;;
backfire;Backfire! (set 1);MAME (Advance);;1995;Data East Corporation;Driving / Race;;;;;0;;;;;
backfire;Backfire! (set 1);MAME (Libretro);;1995;Data East Corporation;Driving / Race;;;;;0;;;;;
backfire;Backfire! (set 1);MAME (Mame4all);;1995;Data East Corporation;Driving / Race;;;;;0;;;;;
backfirea;Backfire! (set 2);Arcade;backfire;1995;Data East Corporation;Driving / Race;;;;;0;;;;;
backfirea;Backfire! (set 2);MAME (Advance);backfire;1995;Data East Corporation;Driving / Race;;;;;0;;;;;
backfirea;Backfire! (set 2);MAME (Libretro);backfire;1995;Data East Corporation;Driving / Race;;;;;0;;;;;
backfirea;Backfire! (set 2);MAME (Mame4all);backfire;1995;Data East Corporation;Driving / Race;;;;;0;;;;;
backtof3;Back to the Future Part III (Euro);Final Burn Alpha;;1991;Imageworks;;;;;;0;;;;;
backtof3u;Back to the Future Part III (USA);Final Burn Alpha;backtof3;1991;Arena Entertainment;;;;;;0;;;;;
badomen;Bad Omen (Jpn, Kor);Final Burn Alpha;devilish;1992;Hot-B;;;;;;0;;;;;
bahamuts;Bahamut Senki (Jpn);Final Burn Alpha;;1991;Sega;;;;;;0;;;;;
bakatono;Bakatonosama Mahjong Manyuuki (MOM-002)(MOH-002);Arcade;;1991;Monolith Corp.;Tabletop / Mahjong * Mature *;;;;;0;;;;;
bakatono;Bakatonosama Mahjong Manyuuki (MOM-002)(MOH-002);Final Burn Alpha;;1991;Monolith Corp.;;;;;;0;;;;;
bakatono;Bakatonosama Mahjong Manyuuki (MOM-002)(MOH-002);MAME (Advance);;1991;Monolith Corp.;Tabletop / Mahjong * Mature *;;;;;0;;;;;
bakatono;Bakatonosama Mahjong Manyuuki (MOM-002)(MOH-002);MAME (Libretro);;1991;Monolith Corp.;Tabletop / Mahjong * Mature *;;;;;0;;;;;
bakatono;Bakatonosama Mahjong Manyuuki (MOM-002)(MOH-002);MAME (Mame4all);;1991;Monolith Corp.;Tabletop / Mahjong * Mature *;;;;;0;;;;;
bakubaku;Baku Baku Animal (J 950407 V1.000);Arcade;;1995;Sega;Puzzle / Drop;;;;;0;;;;;
bakubaku;Baku Baku Animal (J 950407 V1.000);MAME (Advance);;1995;Sega;Puzzle / Drop;;;;;0;;;;;
bakubaku;Baku Baku Animal (J 950407 V1.000);MAME (Libretro);;1995;Sega;Puzzle / Drop;;;;;0;;;;;
bakubaku;Baku Baku Animal (J 950407 V1.000);MAME (Mame4all);;1995;Sega;Puzzle / Drop;;;;;0;;;;;
bakubrkr;Bakuretsu Breaker;Arcade;explbrkr;1992;Kaneko;Shooter / Flying Vertical;;;;;0;;;;;
bakubrkr;Bakuretsu Breaker;Final Burn Alpha;explbrkr;1992;Kaneko;;;;;;0;;;;;
bakubrkr;Bakuretsu Breaker;MAME (Advance);explbrkr;1992;Kaneko;Shooter / Flying Vertical;;;;;0;;;;;
bakubrkr;Bakuretsu Breaker;MAME (Libretro);explbrkr;1992;Kaneko;Shooter / Flying Vertical;;;;;0;;;;;
bakubrkr;Bakuretsu Breaker;MAME (Mame4all);explbrkr;1992;Kaneko;Shooter / Flying Vertical;;;;;0;;;;;
bakuhatu;Mahjong Bakuhatsu Junjouden (Japan);Arcade;mjgottsu;1991;Nichibutsu;Tabletop / Mahjong * Mature *;;;;;0;;;;;
bakuhatu;Mahjong Bakuhatsu Junjouden (Japan);MAME (Advance);mjgottsu;1991;Nichibutsu;Tabletop / Mahjong * Mature *;;;;;0;;;;;
bakuhatu;Mahjong Bakuhatsu Junjouden (Japan);MAME (Libretro);mjgottsu;1991;Nichibutsu;Tabletop / Mahjong * Mature *;;;;;0;;;;;
bakuhatu;Mahjong Bakuhatsu Junjouden (Japan);MAME (Mame4all);mjgottsu;1991;Nichibutsu;Tabletop / Mahjong * Mature *;;;;;0;;;;;
balcube;Bal Cube;Arcade;;1996;Metro;Ball & Paddle / Breakout;;;;;0;;;;;
balcube;Bal Cube;MAME (Advance);;1996;Metro;Ball & Paddle / Breakout;;;;;0;;;;;
balcube;Bal Cube;MAME (Libretro);;1996;Metro;Ball & Paddle / Breakout;;;;;0;;;;;
balcube;Bal Cube;MAME (Mame4all);;1996;Metro;Ball & Paddle / Breakout;;;;;0;;;;;
ballbros;Balloon Brothers;Arcade;;1992;East Technology;Puzzle / Drop;;;;;0;;;;;
ballbros;Balloon Brothers;Final Burn Alpha;;1992;East Technology;;;;;;0;;;;;
ballbros;Balloon Brothers;MAME (Advance);;1992;East Technology;Puzzle / Drop;;;;;0;;;;;
ballbros;Balloon Brothers;MAME (Libretro);;1992;East Technology;Puzzle / Drop;;;;;0;;;;;
ballbros;Balloon Brothers;MAME (Mame4all);;1992;East Technology;Puzzle / Drop;;;;;0;;;;;
